,date,lat,long,prcp,locationName,srad,tmax,vp,mean_ozone,system:index,ndvi,.geo
144,2022-05-25,34.19925,-118.53276,0.0,reseda,532.5900268554688,28.739999771118164,571.260009765625,0.051375,2022_05_25,0.2556725144386291,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,2022-06-14,34.06659,-118.22688,0.0,mainLA,514.030029296875,28.790000915527344,748.0399780273438,0.034125,2022_06_14,0.1031876429915428,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,2022-01-28,34.181977,-118.363036,0.0,northHollywood,294.989990234375,22.01000022888184,1096.9100341796875,0.020412,2022_01_28,0.1502986848354339,"{""type"":""MultiPoint"",""coordinates"":[]}"
330,2022-12-25,34.05111,-118.45636,0.0,westLA,281.010009765625,28.25,1561.3399658203125,0.027625,2022_12_25,0.0974011272192001,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,2022-08-15,34.01029,-118.0685,0.0,picoRivera,487.8699951171875,34.029998779296875,853.0700073242188,0.033375,2022_08_15,0.2449207454919815,"{""type"":""MultiPoint"",""coordinates"":[]}"
330,2022-12-09,33.901389,-118.205,0.0,compton,242.07000732421875,17.270000457763672,916.6300048828124,0.009583,2022_12_09,0.5142857432365417,"{""type"":""MultiPoint"",""coordinates"":[]}"
188,2022-07-08,34.276316,-118.683685,0.0,simiValley,500.1499938964844,31.6200008392334,678.3800048828125,0.032783,2022_07_08,0.2507343292236328,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,2022-08-15,34.06659,-118.22688,0.0,mainLA,485.9299926757813,33.2400016784668,862.6099853515625,0.029875,2022_08_15,0.2479740679264068,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,2022-02-26,34.01029,-118.0685,0.0,picoRivera,394.8200073242188,23.36000061035156,907.6500244140624,0.018375,2022_02_26,0.3093922436237335,"{""type"":""MultiPoint"",""coordinates"":[]}"
212,2022-08-01,34.19925,-118.53276,0.0,reseda,468.0299987792969,34.06999969482422,871.8499755859375,0.029917,2022_08_01,0.2841466069221496,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,2022-09-10,34.06659,-118.22688,0.0,mainLA,324.4700012207031,30.040000915527344,973.1599731445312,0.018667,2022_09_10,0.0101577444002032,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,2022-02-07,34.06659,-118.22688,0.0,mainLA,341.9599914550781,26.65999984741211,1171.8800048828125,0.01575,2022_02_07,0.3106283247470855,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,2022-07-06,34.06659,-118.22688,0.0,mainLA,470.0700073242188,29.309999465942383,745.3099975585938,0.015708,2022_07_06,0.2226993888616562,"{""type"":""MultiPoint"",""coordinates"":[]}"
247,2022-09-05,34.19925,-118.53276,0.0,reseda,454.2200012207031,40.68000030517578,1164.510009765625,0.04725,2022_09_05,0.2392452806234359,"{""type"":""MultiPoint"",""coordinates"":[]}"
346,2022-12-25,34.06659,-118.22688,0.0,mainLA,273.2699890136719,28.489999771118164,1504.2900390625,0.01975,2022_12_25,0.2353756576776504,"{""type"":""MultiPoint"",""coordinates"":[]}"
333,2022-12-12,34.01029,-118.0685,0.0,picoRivera,169.7899932861328,13.850000381469728,994.1599731445312,0.009292,2022_12_12,0.0732066556811332,"{""type"":""MultiPoint"",""coordinates"":[]}"
152,2022-06-02,34.01029,-118.0685,0.0,picoRivera,520.3699951171875,27.81999969482422,621.5900268554688,0.034042,2022_06_02,0.2958210110664367,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,2022-04-13,34.276316,-118.683685,0.0,simiValley,486.0799865722656,21.540000915527344,483.1300048828125,0.047409,2022_04_13,0.3867028355598449,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,2022-04-08,34.06659,-118.22688,0.0,mainLA,508.9200134277344,35.689998626708984,828.3499755859375,0.0262,2022_04_08,0.2380364388227462,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,2022-03-18,34.1326,-118.1272,0.0,Pasadena,408.7900085449219,26.649999618530277,960.97998046875,0.030083,2022_03_18,0.4766233563423157,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,2022-07-17,34.01029,-118.0685,0.0,picoRivera,504.6900024414063,33.36000061035156,785.8599853515625,0.034647,2022_07_17,0.2465431690216064,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,2022-02-17,34.06659,-118.22688,0.0,mainLA,351.1600036621094,22.989999771118164,975.8499755859376,0.020667,2022_02_17,0.2672035098075866,"{""type"":""MultiPoint"",""coordinates"":[]}"
138,2022-05-19,34.1326,-118.1272,1.4199999570846558,Pasadena,366.2999877929688,23.1200008392334,957.2000122070312,0.036417,2022_05_19,0.3221582174301147,"{""type"":""MultiPoint"",""coordinates"":[]}"
197,2022-07-26,34.05111,-118.45636,0.0,westLA,455.260009765625,26.38999938964844,717.52001953125,0.036353,2022_07_26,0.1531400978565216,"{""type"":""MultiPoint"",""coordinates"":[]}"
178,2022-06-28,34.01029,-118.0685,0.0,picoRivera,523.9600219726562,34.279998779296875,825.0399780273438,0.033667,2022_06_28,0.2699216902256012,"{""type"":""MultiPoint"",""coordinates"":[]}"
113,2022-04-24,33.901389,-118.205,0.0,compton,590.280029296875,30.57999992370605,558.7100219726562,0.030042,2022_04_24,0.2224532216787338,"{""type"":""MultiPoint"",""coordinates"":[]}"
338,2022-12-17,34.06659,-118.22688,0.0,mainLA,262.989990234375,19.84000015258789,1011.1300048828124,0.010917,2022_12_17,0.0390414632856845,"{""type"":""MultiPoint"",""coordinates"":[]}"
189,2022-07-09,34.276316,-118.683685,0.0,simiValley,505.3699951171875,32.2400016784668,695.1199951171875,0.034174,2022_07_09,0.2945578098297119,"{""type"":""MultiPoint"",""coordinates"":[]}"
296,2022-11-05,34.19925,-118.53276,0.0,reseda,347.0299987792969,23.26000022888184,402.510009765625,0.017042,2022_11_05,0.2676493227481842,"{""type"":""MultiPoint"",""coordinates"":[]}"
226,2022-08-15,33.901389,-118.205,0.0,compton,478.9599914550781,29.46999931335449,838.8200073242188,0.028667,2022_08_15,0.2022254467010498,"{""type"":""MultiPoint"",""coordinates"":[]}"
122,2022-05-05,34.05111,-118.45636,0.0,westLA,483.5700073242188,23.6200008392334,554.1400146484375,0.033833,2022_05_05,0.1606323271989822,"{""type"":""MultiPoint"",""coordinates"":[]}"
136,2022-05-17,34.181977,-118.363036,0.0,northHollywood,462.7200012207031,24.229999542236328,541.2899780273438,0.031158,2022_05_17,0.2877076268196106,"{""type"":""MultiPoint"",""coordinates"":[]}"
322,2022-12-01,34.01029,-118.0685,1.3200000524520874,picoRivera,99.9000015258789,16.670000076293945,1454.47998046875,0.019708,2022_12_01,0.0027892661746591,"{""type"":""MultiPoint"",""coordinates"":[]}"
142,2022-05-23,34.1326,-118.1272,0.0,Pasadena,494.4599914550781,25.799999237060547,636.5999755859375,0.033833,2022_05_23,0.1831961870193481,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,2022-04-05,34.19925,-118.53276,0.0,reseda,481.9200134277344,30.0,641.0599975585938,0.035417,2022_04_05,0.296580970287323,"{""type"":""MultiPoint"",""coordinates"":[]}"
315,2022-11-24,34.19925,-118.53276,0.0,reseda,275.8599853515625,24.51000022888184,806.780029296875,0.030667,2022_11_24,0.2602216303348541,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,2022-06-14,34.19925,-118.53276,0.0,reseda,515.6599731445312,29.670000076293945,643.469970703125,0.037625,2022_06_14,0.3043904900550842,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,2022-04-17,34.05111,-118.45636,0.0,westLA,420.1799926757813,20.76000022888184,517.75,0.030471,2022_04_17,0.1804998368024826,"{""type"":""MultiPoint"",""coordinates"":[]}"
323,2022-12-02,34.276316,-118.683685,6.929999828338623,simiValley,72.9800033569336,12.710000038146973,1159.81005859375,0.024217,2022_12_02,0.0024038460105657,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,2022-02-26,34.276316,-118.683685,0.0,simiValley,372.2699890136719,19.15999984741211,973.22998046875,0.041091,2022_02_26,0.3178181648254394,"{""type"":""MultiPoint"",""coordinates"":[]}"
238,2022-08-27,34.19925,-118.53276,0.0,reseda,443.9200134277344,31.11000061035156,745.72998046875,0.031765,2022_08_27,0.2336742877960205,"{""type"":""MultiPoint"",""coordinates"":[]}"
181,2022-07-01,34.06659,-118.22688,0.0,mainLA,488.5299987792969,29.84000015258789,744.22998046875,0.032167,2022_07_01,0.2049595117568969,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,2022-04-14,34.1326,-118.1272,0.0,Pasadena,480.8299865722656,22.82999992370605,508.8599853515625,0.034167,2022_04_14,0.5202829837799072,"{""type"":""MultiPoint"",""coordinates"":[]}"
250,2022-09-08,34.1326,-118.1272,0.0,Pasadena,402.9200134277344,37.709999084472656,1186.030029296875,0.033588,2022_09_08,-0.0037034712731838,"{""type"":""MultiPoint"",""coordinates"":[]}"
223,2022-08-12,33.901389,-118.205,0.0,compton,506.239990234375,30.459999084472656,846.1300048828125,0.027833,2022_08_12,0.1552948355674743,"{""type"":""MultiPoint"",""coordinates"":[]}"
246,2022-09-04,34.19925,-118.53276,0.0,reseda,458.7300109863281,42.369998931884766,1256.5899658203125,0.041458,2022_09_04,0.2818562388420105,"{""type"":""MultiPoint"",""coordinates"":[]}"
165,2022-06-15,34.181977,-118.363036,0.0,northHollywood,548.75,31.3700008392334,696.1799926757812,0.037458,2022_06_15,0.2307298332452774,"{""type"":""MultiPoint"",""coordinates"":[]}"
143,2022-05-24,34.1326,-118.1272,0.0,Pasadena,510.739990234375,28.34000015258789,654.3699951171875,0.04275,2022_05_24,0.5401069521903992,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,2022-07-16,33.901389,-118.205,0.0,compton,465.0299987792969,26.700000762939453,749.280029296875,0.031667,2022_07_16,0.2366878986358642,"{""type"":""MultiPoint"",""coordinates"":[]}"
168,2022-06-18,34.19925,-118.53276,0.0,reseda,460.4100036621094,25.049999237060547,557.0900268554688,0.035,2022_06_18,0.2644988298416137,"{""type"":""MultiPoint"",""coordinates"":[]}"
252,2022-09-19,34.05111,-118.45636,0.0,westLA,409.9299926757813,25.68000030517578,674.9299926757812,0.014471,2022_09_19,0.1577004194259643,"{""type"":""MultiPoint"",""coordinates"":[]}"
229,2022-08-18,34.06659,-118.22688,0.0,mainLA,454.4100036621094,30.40999984741211,794.280029296875,0.0255,2022_08_18,0.2016150802373886,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,2022-07-16,34.06659,-118.22688,0.0,mainLA,473.4599914550781,30.979999542236328,803.469970703125,0.031333,2022_07_16,0.2035857588052749,"{""type"":""MultiPoint"",""coordinates"":[]}"
237,2022-08-26,34.19925,-118.53276,0.0,reseda,458.5799865722656,33.06999969482422,804.760009765625,0.038176,2022_08_26,0.3183856606483459,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,2022-08-25,34.181977,-118.363036,0.0,northHollywood,442.5,32.97999954223633,893.0800170898438,0.030417,2022_08_25,0.2026641368865966,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,2022-03-25,34.19925,-118.53276,0.0,reseda,474.9700012207031,29.790000915527344,560.0900268554688,0.0265,2022_03_25,0.2453183382749557,"{""type"":""MultiPoint"",""coordinates"":[]}"
274,2022-10-02,34.1326,-118.1272,0.0,Pasadena,386.6600036621094,29.299999237060547,719.0,0.0405,2022_10_02,0.5449482798576355,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,2022-10-23,34.276316,-118.683685,0.0,simiValley,318.9700012207031,23.020000457763672,504.0799865722656,0.034957,2022_10_23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,2022-02-21,34.276316,-118.683685,0.0,simiValley,217.3699951171875,15.40999984741211,1131.1700439453125,0.041727,2022_02_21,0.1613821238279342,"{""type"":""MultiPoint"",""coordinates"":[]}"
345,2022-12-24,34.181977,-118.363036,0.0,northHollywood,291.7900085449219,27.190000534057617,1110.6700439453125,0.014059,2022_12_24,0.2606849670410156,"{""type"":""MultiPoint"",""coordinates"":[]}"
301,2022-11-10,34.1326,-118.1272,0.0,Pasadena,330.5299987792969,21.21999931335449,926.0499877929688,0.015,2022_11_10,0.5917266607284546,"{""type"":""MultiPoint"",""coordinates"":[]}"
277,2022-10-05,34.19925,-118.53276,0.0,reseda,405.3699951171875,30.549999237060547,697.5399780273438,0.038583,2022_10_05,0.2404907941818237,"{""type"":""MultiPoint"",""coordinates"":[]}"
170,2022-06-20,34.276316,-118.683685,0.0,simiValley,546.780029296875,35.38999938964844,724.3699951171875,0.053435,2022_06_20,0.3104621469974518,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,2022-09-01,34.181977,-118.363036,0.0,northHollywood,430.2300109863281,38.5,1225.0799560546875,0.038208,2022_09_01,0.2077617943286895,"{""type"":""MultiPoint"",""coordinates"":[]}"
220,2022-08-09,34.01029,-118.0685,0.0,picoRivera,480.8699951171875,36.22999954223633,1033.6300048828125,0.031882,2022_08_09,0.2357446700334549,"{""type"":""MultiPoint"",""coordinates"":[]}"
305,2022-11-14,34.19925,-118.53276,0.0,reseda,320.5,21.93000030517578,542.5800170898438,0.01525,2022_11_14,0.2695883214473724,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,2022-05-30,34.05111,-118.45636,0.0,westLA,487.8999938964844,23.26000022888184,585.2899780273438,0.028625,2022_05_30,0.1525844931602478,"{""type"":""MultiPoint"",""coordinates"":[]}"
206,2022-07-26,34.01029,-118.0685,0.0,picoRivera,473.5199890136719,30.440000534057617,754.760009765625,0.035176,2022_07_26,0.2416007965803146,"{""type"":""MultiPoint"",""coordinates"":[]}"
157,2022-06-07,34.06659,-118.22688,0.0,mainLA,479.7099914550781,27.75,732.22998046875,0.02675,2022_06_07,0.2647058963775635,"{""type"":""MultiPoint"",""coordinates"":[]}"
280,2022-10-08,34.1326,-118.1272,0.0,Pasadena,390.8599853515625,30.68000030517578,752.0,0.040059,2022_10_08,0.5112382769584656,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,2022-10-23,34.01029,-118.0685,0.0,picoRivera,313.8599853515625,24.09000015258789,610.1300048828125,0.026792,2022_10_23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,2022-05-14,33.901389,-118.205,0.0,compton,582.1400146484375,31.239999771118164,658.1199951171875,0.046667,2022_05_14,0.2076095938682556,"{""type"":""MultiPoint"",""coordinates"":[]}"
244,2022-09-02,34.1326,-118.1272,0.0,Pasadena,462.0199890136719,39.02000045776367,1090.72998046875,0.039667,2022_09_02,0.4981761276721954,"{""type"":""MultiPoint"",""coordinates"":[]}"
114,2022-04-25,33.901389,-118.205,0.0,compton,581.9299926757812,31.06999969482422,610.27001953125,0.03125,2022_04_25,0.2231941968202591,"{""type"":""MultiPoint"",""coordinates"":[]}"
154,2022-06-04,34.06659,-118.22688,0.0,mainLA,398.6900024414063,24.5,733.25,0.034375,2022_06_04,0.0277392528951168,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,2022-03-29,34.19925,-118.53276,0.0,reseda,411.4100036621094,20.65999984741211,599.530029296875,0.026083,2022_03_29,0.2217592597007751,"{""type"":""MultiPoint"",""coordinates"":[]}"
116,2022-04-27,33.901389,-118.205,0.0,compton,438.0700073242188,22.40999984741211,575.0499877929688,0.039958,2022_04_27,0.2169265151023864,"{""type"":""MultiPoint"",""coordinates"":[]}"
230,2022-08-19,34.276316,-118.683685,0.0,simiValley,481.9299926757813,33.619998931884766,772.9000244140625,0.04013,2022_08_19,0.2872946560382843,"{""type"":""MultiPoint"",""coordinates"":[]}"
288,2022-11-06,34.05111,-118.45636,0.0,westLA,321.1000061035156,20.43000030517578,463.9800109863281,0.031588,2022_11_06,0.1726872324943542,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,2022-01-28,33.901389,-118.205,0.0,compton,320.239990234375,23.59000015258789,1139.9000244140625,0.013708,2022_01_28,0.1640766859054565,"{""type"":""MultiPoint"",""coordinates"":[]}"
335,2022-12-14,34.01029,-118.0685,0.0,picoRivera,251.97000122070312,17.780000686645508,934.8900146484376,0.008875,2022_12_14,0.2922934591770172,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,2022-08-25,34.19925,-118.53276,0.0,reseda,451.0899963378906,33.869998931884766,865.1799926757812,0.034583,2022_08_25,0.2131047248840332,"{""type"":""MultiPoint"",""coordinates"":[]}"
210,2022-07-30,34.19925,-118.53276,0.0,reseda,456.8500061035156,32.61000061035156,825.0900268554688,0.036875,2022_07_30,0.0106576234102249,"{""type"":""MultiPoint"",""coordinates"":[]}"
272,2022-09-30,34.1326,-118.1272,0.0,Pasadena,339.1199951171875,28.5,783.2899780273438,0.0325,2022_09_30,0.5009596943855286,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,2022-01-11,34.181977,-118.363036,0.0,northHollywood,282.9599914550781,25.75,1211.300048828125,0.017458,2022_01_11,0.2734314501285553,"{""type"":""MultiPoint"",""coordinates"":[]}"
287,2022-10-27,34.19925,-118.53276,0.0,reseda,370.6300048828125,25.670000076293945,468.0499877929688,0.032059,2022_10_27,0.3518752455711365,"{""type"":""MultiPoint"",""coordinates"":[]}"
332,2022-12-11,34.01029,-118.0685,16.40999984741211,picoRivera,124.5999984741211,15.619999885559082,1120.8900146484375,0.017941,2022_12_11,0.0068915486335754,"{""type"":""MultiPoint"",""coordinates"":[]}"
164,2022-06-14,33.901389,-118.205,0.0,compton,498.0499877929688,25.959999084472656,758.239990234375,0.033375,2022_06_14,0.2197459936141967,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,2022-02-09,34.181977,-118.363036,0.0,northHollywood,327.1499938964844,30.36000061035156,1473.3499755859375,0.025292,2022_02_09,0.2457176595926284,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,2022-03-12,34.05111,-118.45636,0.0,westLA,448.8200073242188,24.71999931335449,489.8999938964844,0.024353,2022_03_12,0.2196007221937179,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,2022-01-05,33.901389,-118.205,0.0,compton,269.3599853515625,20.030000686645508,1008.5800170898438,0.007235,2022_01_05,0.2202111631631851,"{""type"":""MultiPoint"",""coordinates"":[]}"
242,2022-08-31,34.1326,-118.1272,0.0,Pasadena,494.4299926757813,40.459999084472656,1056.1500244140625,0.033625,2022_08_31,0.5047618746757507,"{""type"":""MultiPoint"",""coordinates"":[]}"
292,2022-11-01,34.19925,-118.53276,0.0,reseda,265.4800109863281,22.84000015258789,563.52001953125,0.027333,2022_11_01,0.1487722694873809,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,2022-05-10,34.01029,-118.0685,0.0,picoRivera,505.0499877929688,23.0,462.8599853515625,0.030176,2022_05_10,0.2957746386528015,"{""type"":""MultiPoint"",""coordinates"":[]}"
257,2022-09-15,34.01029,-118.0685,0.0,picoRivera,358.4200134277344,28.68000030517578,818.6400146484375,0.028875,2022_09_15,0.2494969815015792,"{""type"":""MultiPoint"",""coordinates"":[]}"
278,2022-10-06,34.181977,-118.363036,0.0,northHollywood,366.6600036621094,28.989999771118164,755.0700073242188,0.037304,2022_10_06,0.3588026762008667,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,2022-01-24,34.181977,-118.363036,0.0,northHollywood,283.57000732421875,21.959999084472656,1113.550048828125,0.011167,2022_01_24,0.2495435178279876,"{""type"":""MultiPoint"",""coordinates"":[]}"
158,2022-06-08,34.181977,-118.363036,0.0,northHollywood,527.7899780273438,30.25,689.6500244140625,0.036667,2022_06_08,0.2258375436067581,"{""type"":""MultiPoint"",""coordinates"":[]}"
264,2022-09-22,34.01029,-118.0685,0.0,picoRivera,480.3500061035156,33.11000061035156,674.969970703125,0.021625,2022_09_22,0.2660808563232422,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,2022-04-03,34.181977,-118.363036,0.0,northHollywood,336.3299865722656,20.96999931335449,529.5999755859375,0.038667,2022_04_03,0.0851845368742942,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,2022-01-30,34.276316,-118.683685,0.0,simiValley,346.92999267578125,23.31999969482422,1030.02001953125,0.025706,2022_01_30,0.4433073997497558,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,2022-01-13,34.276316,-118.683685,0.0,simiValley,192.22999572753903,20.68000030517578,1516.3800048828125,0.010545,2022_01_13,-0.0068493150174617,"{""type"":""MultiPoint"",""coordinates"":[]}"
216,2022-08-05,34.181977,-118.363036,0.0,northHollywood,456.5700073242188,33.02000045776367,901.6300048828124,0.021292,2022_08_05,0.2567997276782989,"{""type"":""MultiPoint"",""coordinates"":[]}"
284,2022-10-24,33.901389,-118.205,0.0,compton,408.7999877929688,25.36000061035156,534.7100219726562,0.023941,2022_10_24,0.2137930989265442,"{""type"":""MultiPoint"",""coordinates"":[]}"
285,2022-10-25,34.19925,-118.53276,0.0,reseda,371.2699890136719,26.07999992370605,489.4500122070313,0.020417,2022_10_25,0.3357088267803192,"{""type"":""MultiPoint"",""coordinates"":[]}"
281,2022-10-09,34.276316,-118.683685,0.0,simiValley,373.1600036621094,29.770000457763672,720.25,0.033348,2022_10_09,0.2881188094615936,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,2022-02-22,34.276316,-118.683685,0.0,simiValley,247.55999755859372,13.210000038146973,922.1199951171876,0.0375,2022_02_22,0.3577561676502228,"{""type"":""MultiPoint"",""coordinates"":[]}"
196,2022-07-16,34.1326,-118.1272,0.0,Pasadena,479.260009765625,34.400001525878906,871.6199951171875,0.036417,2022_07_16,0.5192062854766846,"{""type"":""MultiPoint"",""coordinates"":[]}"
311,2022-11-20,34.276316,-118.683685,0.0,simiValley,290.8500061035156,22.479999542236328,772.0900268554688,0.043913,2022_11_20,0.4694048762321472,"{""type"":""MultiPoint"",""coordinates"":[]}"
339,2022-12-18,33.901389,-118.205,0.0,compton,263.79998779296875,18.530000686645508,977.5999755859376,0.008708,2022_12_18,0.2731356620788574,"{""type"":""MultiPoint"",""coordinates"":[]}"
145,2022-05-26,34.181977,-118.363036,0.0,northHollywood,473.6600036621094,25.739999771118164,605.4099731445312,0.0395,2022_05_26,0.2891212105751037,"{""type"":""MultiPoint"",""coordinates"":[]}"
201,2022-07-21,34.01029,-118.0685,0.0,picoRivera,479.6400146484375,32.20000076293945,800.969970703125,0.024875,2022_07_21,0.2339420020580291,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,2022-02-17,34.276316,-118.683685,0.0,simiValley,354.8699951171875,20.280000686645508,1017.5399780273438,0.0365,2022_02_17,0.4024255871772766,"{""type"":""MultiPoint"",""coordinates"":[]}"
186,2022-07-06,34.276316,-118.683685,0.0,simiValley,456.8200073242188,29.0,659.3300170898438,0.020913,2022_07_06,0.268159806728363,"{""type"":""MultiPoint"",""coordinates"":[]}"
286,2022-10-26,34.276316,-118.683685,0.0,simiValley,350.20001220703125,24.170000076293945,470.5400085449219,0.028609,2022_10_26,0.2815839052200317,"{""type"":""MultiPoint"",""coordinates"":[]}"
283,2022-10-23,34.06659,-118.22688,0.0,mainLA,341.92999267578125,24.530000686645508,592.27001953125,0.028917,2022_10_23,,"{""type"":""MultiPoint"",""coordinates"":[]}"
200,2022-07-20,33.901389,-118.205,0.0,compton,485.0400085449219,29.15999984741211,834.1799926757812,0.024708,2022_07_20,0.0676492825150489,"{""type"":""MultiPoint"",""coordinates"":[]}"
204,2022-07-24,34.1326,-118.1272,0.0,Pasadena,443.2900085449219,31.350000381469727,810.8400268554688,0.039583,2022_07_24,0.4537121653556824,"{""type"":""MultiPoint"",""coordinates"":[]}"
140,2022-05-21,34.181977,-118.363036,0.0,northHollywood,373.6499938964844,22.18000030517578,579.4500122070312,0.034941,2022_05_21,0.0294985268265008,"{""type"":""MultiPoint"",""coordinates"":[]}"
323,2022-12-02,34.01029,-118.0685,0.0,picoRivera,171.63999938964844,18.46999931335449,1316.8599853515625,0.015708,2022_12_02,0.0227778367698192,"{""type"":""MultiPoint"",""coordinates"":[]}"
330,2022-12-09,34.276316,-118.683685,0.0,simiValley,278.4700012207031,17.1200008392334,732.7999877929688,0.014739,2022_12_09,0.4737785756587982,"{""type"":""MultiPoint"",""coordinates"":[]}"
119,2022-04-30,34.1326,-118.1272,0.0,Pasadena,517.2100219726562,27.01000022888184,649.7000122070312,0.039042,2022_04_30,0.4930349588394165,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2022-01-17,34.276316,-118.683685,6.090000152587891,simiValley,114.3499984741211,16.65999984741211,1325.8199462890625,0.023045,2022_01_17,0.0143422670662403,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2022-01-17,34.06659,-118.22688,2.869999885559082,mainLA,81.91000366210938,18.18000030517578,1571.7099609375,0.017118,2022_01_17,0.0323365442454814,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,2022-02-11,34.01029,-118.0685,0.0,picoRivera,344.5599975585937,30.790000915527344,1501.3499755859375,0.017,2022_02_11,0.2824974358081817,"{""type"":""MultiPoint"",""coordinates"":[]}"
279,2022-10-28,34.05111,-118.45636,0.0,westLA,375.6400146484375,24.3799991607666,549.0399780273438,0.025471,2022_10_28,0.1601272523403167,"{""type"":""MultiPoint"",""coordinates"":[]}"
147,2022-05-28,34.276316,-118.683685,0.0,simiValley,362.1600036621094,20.549999237060547,721.739990234375,0.032,2022_05_28,0.0194916371256113,"{""type"":""MultiPoint"",""coordinates"":[]}"
111,2022-04-22,34.276316,-118.683685,0.0,simiValley,350.1300048828125,17.649999618530273,727.8499755859375,0.037636,2022_04_22,0.1610110849142074,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,2022-01-05,34.01029,-118.0685,0.0,picoRivera,282.45001220703125,22.809999465942383,1027.93994140625,0.005792,2022_01_05,0.2812725901603699,"{""type"":""MultiPoint"",""coordinates"":[]}"
271,2022-09-29,34.181977,-118.363036,0.0,northHollywood,379.4500122070313,30.8799991607666,818.47998046875,0.034294,2022_09_29,0.3083551824092865,"{""type"":""MultiPoint"",""coordinates"":[]}"
336,2022-12-15,34.01029,-118.0685,0.0,picoRivera,242.30999755859372,18.3700008392334,1020.760009765625,0.004,2022_12_15,0.2257091104984283,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,2022-04-12,34.01029,-118.0685,0.0,picoRivera,448.4200134277344,22.729999542236328,474.1099853515625,0.041875,2022_04_12,0.3048400580883026,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,2022-04-15,34.276316,-118.683685,0.0,simiValley,474.7099914550781,21.850000381469727,520.0800170898438,0.036882,2022_04_15,0.3810906708240509,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,2022-02-27,34.05111,-118.45636,0.0,westLA,411.0499877929688,24.25,928.9099731445312,0.03575,2022_02_27,0.1429772973060608,"{""type"":""MultiPoint"",""coordinates"":[]}"
278,2022-10-06,34.19925,-118.53276,0.0,reseda,374.8800048828125,29.299999237060547,721.8300170898438,0.044417,2022_10_06,0.3532740473747253,"{""type"":""MultiPoint"",""coordinates"":[]}"
148,2022-05-29,34.276316,-118.683685,0.0,simiValley,512.8900146484375,25.920000076293945,494.4100036621094,0.028522,2022_05_29,0.3345630466938019,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,2022-01-21,34.276316,-118.683685,0.0,simiValley,298.6499938964844,21.82999992370605,1141.3800048828125,0.0295,2022_01_21,0.324745774269104,"{""type"":""MultiPoint"",""coordinates"":[]}"
316,2022-11-25,34.276316,-118.683685,0.0,simiValley,285.510009765625,24.11000061035156,833.22998046875,0.033043,2022_11_25,0.102119468152523,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,2022-04-04,34.1326,-118.1272,0.0,Pasadena,464.489990234375,25.84000015258789,621.0900268554688,0.030792,2022_04_04,0.0673220753669738,"{""type"":""MultiPoint"",""coordinates"":[]}"
